country,sector,import_intensity_weighted,country_import_weight,tariff_rate
belarus,Goods,0.2530737269208835,1.082216868389256e-05,3.4
belarus,Motor Vehicles,0.30932015071744573,1.1350017644077554e-07,3.4
belarus,Services,0.06567749517561264,0.0004590239825482642,3.4
belgium,Apparel,0.4225696647802063,0.0011286911578421667,1.8
belgium,Computers and Electronics,0.724636530637896,0.0011060432027065715,1.8
belgium,Food,0.08895378181690045,0.005305444354996942,1.8
belgium,Goods,0.26041122630630426,0.01351596236407432,1.8
belgium,Motor Vehicles,0.30932015071744573,0.00580016600723677,1.8
belgium,Services,0.06567749517561264,0.007541859398808399,1.8
belize,Apparel,0.4225696647802063,7.226445173410336e-07,3.4
belize,Computers and Electronics,0.724636530637896,5.58526271448155e-07,3.4
belize,Food,0.08895378181690045,0.00015155671195101836,3.4
belize,Goods,0.26041122630630426,5.571737196405972e-06,3.4
belize,Motor Vehicles,0.30932015071744573,6.834139043141458e-07,3.4
belize,Services,0.06567749517561264,0.0,3.4
benin,Apparel,0.4225696647802063,3.631379783171587e-06,3.4
benin,Computers and Electronics,0.724636530637896,4.1468307856939586e-08,3.4
benin,Food,0.08895378181690045,5.985316225464112e-05,3.4
benin,Goods,0.25973718341785934,5.632913214647074e-07,3.4
benin,Motor Vehicles,0.30932015071744573,0.0,3.4
benin,Services,0.06567749517561264,2.680634520991055e-06,3.4
bermuda,Apparel,0.4225696647802063,6.187266369090443e-07,3.4
bermuda,Computers and Electronics,0.724636530637896,1.5694676347847352e-06,3.4
bermuda,Food,0.08895378181690045,1.0849218487161801e-05,3.4
bermuda,Goods,0.26041122630630426,5.764442951459915e-07,3.4
bermuda,Motor Vehicles,0.30932015071744573,6.292684735606081e-08,3.4
bermuda,Services,0.06567749517561264,3.80903805202335e-06,3.4
bhutan,Apparel,0.4225696647802063,7.45860073347442e-09,3.4
bhutan,Computers and Electronics,0.724636530637896,1.1478427614800878e-08,3.4
bhutan,Food,0.08895378181690045,2.9473759928520828e-08,3.4
bhutan,Goods,0.23249367573182067,2.8584059829006577e-07,3.4
bhutan,Motor Vehicles,0.30932015071744573,0.0,3.4
bhutan,Services,0.06567749517561264,3.688642437919085e-07,3.4
bolivia,Apparel,0.4225696647802063,5.005588617353031e-05,3.4
bolivia,Computers and Electronics,0.724636530637896,1.0330445934489468e-05,3.4
bolivia,Food,0.08895378181690045,0.0004285524296452995,3.4
bolivia,Goods,0.26041122630630426,4.025032391239571e-05,3.4
bolivia,Motor Vehicles,0.30932015071744573,2.3361607803216046e-06,3.4
bolivia,Services,0.06567749517561264,7.628894260676359e-06,3.4
bosnia and herzegovina,Apparel,0.4225696647802063,0.000223155859015229,3.4
bosnia and herzegovina,Computers and Electronics,0.724636530637896,7.124139178560221e-06,3.4
bosnia and herzegovina,Food,0.08895378181690045,2.8721429444234153e-05,3.4
bosnia and herzegovina,Goods,0.25973718341785934,8.300877281421035e-05,3.4
bosnia and herzegovina,Motor Vehicles,0.30932015071744573,2.375102348532025e-05,3.4
bosnia and herzegovina,Services,0.06567749517561264,7.461840983946759e-05,3.4
botswana,Apparel,0.4225696647802063,4.81635175023295e-08,3.4
botswana,Computers and Electronics,0.724636530637896,1.4785525166391809e-08,3.4
botswana,Food,0.06397516545174628,2.5695100314713017e-07,3.4
botswana,Goods,0.25973718341785934,0.00045136456493318297,3.4
botswana,Motor Vehicles,0.30932015071744573,5.216714886100939e-07,3.4
botswana,Services,0.06567749517561264,1.0195240191466988e-06,3.4
brazil,Apparel,0.4225696647802063,0.0025670974711468593,2.8
brazil,Computers and Electronics,0.724636530637896,0.000579875790184237,2.8
brazil,Food,0.08895378181690045,0.028832199609529693,2.8
brazil,Goods,0.26041122630630426,0.012085566996380206,2.8
brazil,Motor Vehicles,0.30932015071744573,0.005245374949964184,2.8
brazil,Services,0.06567749517561264,0.0020605716333400898,2.8
british indian ocean territories,Apparel,0.4225696647802063,5.779093121504117e-09,3.4
british indian ocean territories,Computers and Electronics,0.724636530637896,0.0,3.4
british indian ocean territories,Food,0.08895378181690045,1.5976013790972703e-07,3.4
british indian ocean territories,Goods,0.25973718341785934,5.554723879170143e-08,3.4
british indian ocean territories,Motor Vehicles,0.30932015071744573,0.0,3.4
british virgin islands,Apparel,0.4225696647802063,3.206404847230865e-07,3.4
british virgin islands,Computers and Electronics,0.724636530637896,8.124885558410172e-08,3.4
british virgin islands,Food,0.08895378181690045,0.0,3.4
british virgin islands,Goods,0.26041122630630426,9.627607847128574e-06,3.4
british virgin islands,Motor Vehicles,0.30932015071744573,1.4254865814551719e-06,3.4
british virgin islands,Services,0.06567749517561264,0.0,3.4
brunei,Apparel,0.4225696647802063,2.7077028332419932e-05,3.4
brunei,Computers and Electronics,0.724636530637896,3.4651332728337286e-07,3.4
brunei,Food,0.08895378181690045,5.812967003732956e-07,3.4
brunei,Goods,0.25973718341785934,0.00020393516356752325,3.4
brunei,Motor Vehicles,0.30932015071744573,5.444100958881002e-09,3.4
brunei,Services,0.06567749517561264,0.0,3.4
bulgaria,Apparel,0.4225696647802063,0.0006486331462622669,3.4
bulgaria,Computers and Electronics,0.724636530637896,0.00046535107246876647,3.4
bulgaria,Food,0.08895378181690045,0.000821983975321458,3.4
bulgaria,Goods,0.26041122630630426,0.0006961856577476444,3.4
bulgaria,Motor Vehicles,0.30932015071744573,9.56213254384435e-05,3.4
bulgaria,Services,0.06567749517561264,0.0003709659324468155,3.4
burkina faso,Apparel,0.4225696647802063,6.807956839703248e-07,3.4
burkina faso,Computers and Electronics,0.724636530637896,7.630168645676884e-07,3.4
burkina faso,Food,0.08895378181690045,1.3433484205919104e-05,3.4
burkina faso,Goods,0.25973718341785934,4.446661616770601e-07,3.4
burkina faso,Motor Vehicles,0.30932015071744573,4.3016363529585695e-07,3.4
burkina faso,Services,0.06567749517561264,2.6837752761416008e-06,3.4
burma,Apparel,0.4225696647802063,0.0031850732888065365,3.4
burma,Computers and Electronics,0.724636530637896,7.960580036360946e-05,3.4
burma,Food,0.08895378181690045,4.371512607362926e-05,3.4
burma,Goods,0.25973718341785934,0.0002474444432661511,3.4
burma,Motor Vehicles,0.30932015071744573,6.880676987418377e-06,3.4
burma,Services,0.06567749517561264,4.151153531116441e-05,3.4
burundi,Apparel,0.4225696647802063,3.290909206604804e-08,3.4
burundi,Computers and Electronics,0.724636530637896,0.0,3.4
burundi,Food,0.08895378181690045,3.1769542825851956e-05,3.4
burundi,Goods,0.2258302192348448,3.815020433340379e-07,3.4
burundi,Motor Vehicles,0.30932015071744573,0.0,3.4
burundi,Services,0.06567749517561264,1.8786950392182963e-06,3.4
cabo verde,Apparel,0.4225696647802063,3.854271602431063e-08,3.4
cabo verde,Computers and Electronics,0.724636530637896,6.671089621561585e-07,3.4
cabo verde,Food,0.06397516545174628,1.5191275604565898e-05,3.4
cabo verde,Goods,0.2530737269208835,8.049692187495006e-07,3.4
cabo verde,Motor Vehicles,0.30932015071744573,0.0,3.4
cabo verde,Services,0.06567749517561264,5.684766822488353e-07,3.4
cambodia,Apparel,0.4225696647802063,0.03856047705534767,3.8
cambodia,Computers and Electronics,0.724636530637896,0.005085150602802595,3.8
cambodia,Food,0.08895378181690045,0.00045152846410605613,3.8
cambodia,Goods,0.26041122630630426,0.0018620111499968275,3.8
cambodia,Motor Vehicles,0.30932015071744573,0.00040144305114201453,3.8
cambodia,Services,0.06567749517561264,4.761611640544242e-05,3.8
cameroon,Apparel,0.4225696647802063,4.251627234059975e-06,3.4
cameroon,Computers and Electronics,0.724636530637896,1.765782751010273e-06,3.4
cameroon,Food,0.08895378181690045,0.00015381801296731733,3.4
cameroon,Goods,0.26041122630630426,4.266842179733923e-05,3.4
cameroon,Motor Vehicles,0.30932015071744573,5.158710160058492e-07,3.4
cameroon,Services,0.06567749517561264,8.109604285107157e-06,3.4
canada,Apparel,0.4225696647802063,0.012940358634449936,0.2
canada,Computers and Electronics,0.724636530637896,0.01587743598636806,0.2
canada,Food,0.08895378181690045,0.2033504880646689,0.2
canada,Goods,0.26041122630630426,0.1812379318523182,0.2
canada,Motor Vehicles,0.30932015071744573,0.15395506533871783,0.2
canada,Services,0.06567749517561264,0.1422976809647548,0.2
cayman islands,Apparel,0.4225696647802063,4.166369079931057e-08,3.4
cayman islands,Computers and Electronics,0.724636530637896,1.7097022555137834e-05,3.4
cayman islands,Food,0.08895378181690045,1.8946119775529005e-06,3.4
cayman islands,Goods,0.26041122630630426,1.2533863553041703e-06,3.4
cayman islands,Motor Vehicles,0.30932015071744573,4.3841049443033436e-07,3.4
cayman islands,Services,0.06567749517561264,1.32173445918813e-06,3.4
central african republic,Apparel,0.4225696647802063,0.0,3.4
central african republic,Computers and Electronics,0.724636530637896,1.1681933335608808e-06,3.4
central african republic,Food,0.08895378181690045,1.9062563964708777e-07,3.4
central african republic,Goods,0.25973718341785934,1.0550814801030475e-06,3.4
central african republic,Motor Vehicles,0.30932015071744573,3.6534382561177556e-08,3.4
central african republic,Services,0.06567749517561264,7.68769617655047e-06,3.4
central american common market,Apparel,0.4225696647802063,0.05094465685880277,3.4
central american common market,Computers and Electronics,0.724636530637896,0.005244141106952814,3.4
central american common market,Food,0.08895378181690045,0.04202883802194258,3.4
central american common market,Goods,0.26041122630630426,0.004427827720732908,3.4
central american common market,Motor Vehicles,0.30932015071744573,0.004194055278953869,3.4
central american common market,Services,0.06567749517561264,0.0015650412577858507,3.4
chad,Apparel,0.4225696647802063,0.0,3.4
chad,Computers and Electronics,0.724636530637896,6.976793987082944e-07,3.4
chad,Food,0.08895378181690045,0.0,3.4
chad,Goods,0.2543852201135096,1.9122547781721624e-06,3.4
chad,Motor Vehicles,0.30932015071744573,0.0,3.4
chad,Services,0.06567749517561264,4.536646328566519e-07,3.4
chile,Apparel,0.4225696647802063,0.00016095473256595992,0.8
chile,Computers and Electronics,0.724636530637896,1.7989053545694642e-05,0.8
chile,Food,0.08895378181690045,0.01707791394401712,0.8
chile,Goods,0.26041122630630426,0.002739431734052736,0.8
chile,Motor Vehicles,0.30932015071744573,6.931366242103025e-05,0.8
chile,Services,0.06567749517561264,9.866403127204816e-05,0.8
china,Apparel,0.4225696647802063,0.27372669809195266,19.3
china,Computers and Electronics,0.724636530637896,0.2679662006463293,19.3
china,Food,0.08895378181690045,0.022789436317710566,19.3
china,Goods,0.26041122630630426,0.11897211512036038,19.3
china,Motor Vehicles,0.30932015071744573,0.03743180949103432,19.3
china,Services,0.06567749517561264,0.36002949585061933,19.3
christmas island,Apparel,0.4225696647802063,5.1608491777276464e-08,3.4
christmas island,Computers and Electronics,0.724636530637896,1.1729020599180363e-06,3.4
christmas island,Food,0.08895378181690045,3.5815051467563204e-07,3.4
christmas island,Goods,0.23249367573182067,7.939378120301261e-07,3.4
christmas island,Motor Vehicles,0.30932015071744573,5.532145718323822e-09,3.4
cocos (keeling) islands,Apparel,0.4225696647802063,3.641886624098441e-07,3.4
cocos (keeling) islands,Computers and Electronics,0.724636530637896,8.148543228042557e-07,3.4
cocos (keeling) islands,Food,0.06397516545174628,0.0,3.4
cocos (keeling) islands,Goods,0.21798936878018776,3.8552643990398616e-07,3.4
cocos (keeling) islands,Motor Vehicles,0.30932015071744573,1.7352867416813059e-06,3.4
colombia,Apparel,0.4225696647802063,0.002481618488215906,3.4
colombia,Computers and Electronics,0.724636530637896,8.489733061304795e-05,3.4
colombia,Food,0.08895378181690045,0.02094892608908587,3.4
colombia,Goods,0.26041122630630426,0.0027982159640636698,3.4
colombia,Motor Vehicles,0.30932015071744573,0.00011082636820059832,3.4
colombia,Services,0.06567749517561264,0.0029373903821162083,3.4
comoros,Apparel,0.4225696647802063,6.799360934602612e-08,3.4
comoros,Computers and Electronics,0.724636530637896,1.9838438478759896e-08,3.4
comoros,Food,0.08895378181690045,1.6125553492896277e-05,3.4
comoros,Goods,0.22650426212328975,2.6903953043574707e-07,3.4
comoros,Motor Vehicles,0.30932015071744573,0.0,3.4
comoros,Services,0.06567749517561264,2.5899015944197243e-06,3.4
congo (brazzaville),Apparel,0.4225696647802063,0.0,3.4
congo (brazzaville),Computers and Electronics,0.724636530637896,3.693851724818679e-07,3.4
congo (brazzaville),Food,0.08895378181690045,1.381172094021421e-06,3.4
congo (brazzaville),Goods,0.26041122630630426,2.9294468704307013e-05,3.4
congo (brazzaville),Motor Vehicles,0.30932015071744573,1.9543421031750408e-07,3.4
congo (brazzaville),Services,0.06567749517561264,3.338099265838695e-06,3.4
congo (kinshasa),Apparel,0.4225696647802063,4.887102661445872e-08,3.4
congo (kinshasa),Computers and Electronics,0.724636530637896,1.6894188620917187e-08,3.4
congo (kinshasa),Food,0.08895378181690045,3.606366276689829e-05,3.4
congo (kinshasa),Goods,0.26041122630630426,0.00013909544479930025,3.4
congo (kinshasa),Motor Vehicles,0.30932015071744573,2.6927022262928947e-08,3.4
congo (kinshasa),Services,0.06567749517561264,3.961713649619339e-06,3.4
cook islands,Apparel,0.4225696647802063,3.1021960284723927e-07,3.4
cook islands,Computers and Electronics,0.724636530637896,2.3195297999779157e-07,3.4
cook islands,Food,0.06397516545174628,2.0391435583728503e-07,3.4
cook islands,Goods,0.2537111772250647,1.615430969528829e-07,3.4
cook islands,Motor Vehicles,0.30932015071744573,3.1444556943864085e-08,3.4
costa rica,Apparel,0.4225696647802063,0.00035702701713642314,3.4
costa rica,Computers and Electronics,0.724636530637896,0.005153206480041828,3.4
costa rica,Food,0.08895378181690045,0.010792146825695776,3.4
costa rica,Goods,0.26041122630630426,0.003895341972346478,3.4
costa rica,Motor Vehicles,0.30932015071744573,0.0001963446539229529,3.4
costa rica,Services,0.06567749517561264,0.000336333348860936,3.4
cote d'ivoire,Apparel,0.4225696647802063,1.1296341749173493e-07,3.4
cote d'ivoire,Computers and Electronics,0.724636530637896,9.90646773471394e-07,3.4
cote d'ivoire,Food,0.08895378181690045,0.003982395310835597,3.4
cote d'ivoire,Goods,0.26041122630630426,0.00015850603538250174,3.4
cote d'ivoire,Motor Vehicles,0.30932015071744573,0.0,3.4
cote d'ivoire,Services,0.06567749517561264,4.698918678011398e-07,3.4
croatia,Apparel,0.4225696647802063,0.0001785758156557218,3.4
croatia,Computers and Electronics,0.724636530637896,6.980997007425784e-05,3.4
croatia,Food,0.08895378181690045,0.000524115660897545,3.4
croatia,Goods,0.26041122630630426,0.0005435377924190299,3.4
croatia,Motor Vehicles,0.30932015071744573,4.305707165300522e-05,3.4
croatia,Services,0.06567749517561264,0.00022316164608932385,3.4
cuba,Apparel,0.4225696647802063,0.0,3.4
cuba,Computers and Electronics,0.724636530637896,0.0,3.4
cuba,Food,0.08895378181690045,0.0,3.4
cuba,Goods,0.25973718341785934,0.0,3.4
cuba,Motor Vehicles,0.30932015071744573,0.0,3.4
cuba,Services,0.06567749517561264,0.0,3.4
curacao,Apparel,0.4225696647802063,5.13506146242574e-08,3.4
curacao,Computers and Electronics,0.724636530637896,3.3550515027966966e-06,3.4
curacao,Food,0.08895378181690045,5.513769382434863e-07,3.4
curacao,Goods,0.26041122630630426,1.1539577154516871e-05,3.4
curacao,Motor Vehicles,0.30932015071744573,1.1043328398685067e-06,3.4
curacao,Services,0.06567749517561264,4.048084416259355e-07,3.4
cyprus,Apparel,0.4225696647802063,2.029298794560053e-05,3.4
cyprus,Computers and Electronics,0.724636530637896,9.56012442749278e-06,3.4
cyprus,Food,0.08895378181690045,9.935830697117314e-05,3.4
cyprus,Goods,0.26041122630630426,6.985463593216735e-06,3.4
cyprus,Motor Vehicles,0.30932015071744573,1.0858182847399596e-06,3.4
cyprus,Services,0.06567749517561264,1.1789173430369109e-05,3.4
czech republic,Apparel,0.4225696647802063,0.0004721224372968605,3.4
czech republic,Computers and Electronics,0.724636530637896,0.0031207470831360316,3.4
czech republic,Food,0.08895378181690045,0.0004011767393009265,3.4
czech republic,Goods,0.26041122630630426,0.003052713313395726,3.4
czech republic,Motor Vehicles,0.30932015071744573,0.002221164671010301,3.4
czech republic,Services,0.06567749517561264,0.0009897856045173563,3.4
denmark,Apparel,0.4225696647802063,0.0002292583565355578,1.8
denmark,Computers and Electronics,0.724636530637896,0.002314548774050633,1.8
denmark,Food,0.08895378181690045,0.0037539170398570385,1.8
denmark,Goods,0.26041122630630426,0.00815249423096616,1.8
denmark,Motor Vehicles,0.30932015071744573,0.0003612833752994878,1.8
denmark,Services,0.06567749517561264,0.0011672722953706724,1.8
djibouti,Apparel,0.4225696647802063,9.706694406678292e-06,3.4
djibouti,Computers and Electronics,0.724636530637896,6.199304683073184e-08,3.4
djibouti,Food,0.08895378181690045,1.0439697116530533e-05,3.4
djibouti,Goods,0.26041122630630426,5.054686580808312e-08,3.4
djibouti,Motor Vehicles,0.30932015071744573,9.286625817421194e-09,3.4
djibouti,Services,0.06567749517561264,5.583564712081869e-07,3.4
dominica,Apparel,0.4225696647802063,6.6783570397244365e-09,3.4
dominica,Computers and Electronics,0.724636530637896,5.262120925506349e-08,3.4
dominica,Food,0.08895378181690045,1.2330617485501684e-07,3.4
dominica,Goods,0.26041122630630426,4.846552427480911e-07,3.4
dominica,Motor Vehicles,0.30932015071744573,0.0,3.4
dominica,Services,0.06567749517561264,0.0,3.4
dominican republic,Apparel,0.4225696647802063,0.005678324086416357,3.4
dominican republic,Computers and Electronics,0.724636530637896,0.0013820754306010836,3.4
dominican republic,Food,0.08895378181690045,0.008724758329435284,3.4
dominican republic,Goods,0.26041122630630426,0.002124709090631247,3.4
dominican republic,Motor Vehicles,0.30932015071744573,9.326518269033596e-05,3.4
dominican republic,Services,0.06567749517561264,0.0005954925856218461,3.4
ecuador,Apparel,0.4225696647802063,8.669408023927477e-05,3.4
ecuador,Computers and Electronics,0.724636530637896,4.701996050790309e-06,3.4
ecuador,Food,0.08895378181690045,0.010275752908379548,3.4
ecuador,Goods,0.26041122630630426,0.000505373562943089,3.4
ecuador,Motor Vehicles,0.30932015071744573,4.231215219530888e-06,3.4
ecuador,Services,0.06567749517561264,0.0005048153202112394,3.4
egypt,Apparel,0.4225696647802063,0.0081316253820098,3.2
egypt,Computers and Electronics,0.724636530637896,4.888391947776466e-06,3.2
egypt,Food,0.08895378181690045,0.001969698070943004,3.2
egypt,Goods,0.26041122630630426,0.00021309037380539924,3.2
egypt,Motor Vehicles,0.30932015071744573,7.311096371777377e-06,3.2
egypt,Services,0.06567749517561264,0.0006628919697477837,3.2
el salvador,Apparel,0.4225696647802063,0.010834602794953057,3.4
el salvador,Computers and Electronics,0.724636530637896,7.542149466810519e-05,3.4
el salvador,Food,0.08895378181690045,0.0020087675521116843,3.4
el salvador,Goods,0.26041122630630426,0.00011249968063823822,3.4
el salvador,Motor Vehicles,0.30932015071744573,0.00010910769885910996,3.4
el salvador,Services,0.06567749517561264,0.0006446628523676171,3.4
equatorial guinea,Apparel,0.4225696647802063,0.0,3.4
equatorial guinea,Computers and Electronics,0.724636530637896,0.0,3.4
equatorial guinea,Food,0.06397516545174628,0.0,3.4
equatorial guinea,Goods,0.25973718341785934,1.9294179675695206e-05,3.4
equatorial guinea,Motor Vehicles,0.30932015071744573,6.916964006131596e-08,3.4
equatorial guinea,Services,0.06567749517561264,0.0,3.4
eritrea,Apparel,0.4225696647802063,3.757005630100027e-07,3.4
eritrea,Computers and Electronics,0.724636530637896,1.2467446757188885e-08,3.4
eritrea,Food,0.08895378181690045,1.4779921863445e-06,3.4
eritrea,Goods,0.21798936878018776,8.978426893848122e-09,3.4
eritrea,Motor Vehicles,0.30932015071744573,6.62851260376655e-09,3.4
