"Exports & Imports by NAICS Commodities"
"Current date: 02/06/2025 9:39 PM (Eastern Standard Time)"
"Country","Commodity","Time","Total Exports Value ($US)","Customs Import Value (Gen) ($US)",
"Algeria","313 Textiles & Fabrics","2023","431,942","1,414"
"Algeria","314 Textile Mill Products","2023","544,537","3,859"
"Algeria","315 Apparel & Accessories","2023","467,523","9,268"
"Algeria","316 Leather & Allied Products","2023","2,208,256","615"
"Algeria","321 Wood Products","2023","3,526,596","64,164"
"Algeria","322 Paper","2023","48,192,435","59,550"
"Algeria","323 Printed Matter And Related Products, Nesoi","2023","203,747","10,705"
"Algeria","324 Petroleum & Coal Products","2023","2,167,613","1,878,190,201"
"Algeria","325 Chemicals","2023","145,892,227","262,093,152"
"Algeria","326 Plastics & Rubber Products","2023","3,017,932","3,908,382"
"Algeria","327 Nonmetallic Mineral Products","2023","8,379,207","73,419,507"
"Algeria","331 Primary Metal Mfg","2023","4,369,321","288,476,241"
"Algeria","332 Fabricated Metal Products, Nesoi","2023","80,445,221","26,136"
"Algeria","333 Machinery, Except Electrical","2023","199,303,360","19,070"
"Algeria","334 Computer & Electronic Products","2023","43,347,842","217,607"
"Algeria","335 Electrical Equipment, Appliances & Components","2023","28,512,636","142,046"
"Algeria","336 Transportation Equipment","2023","244,675,536","4,263"
"Algeria","337 Furniture & Fixtures","2023","6,203","1,400"
"Algeria","339 Miscellaneous Manufactured Commodities","2023","9,710,651","44,982"
"Algeria","930 Used Or Second-hand Merchandise","2023","1,264,934","128,976"
"Algeria","980 Goods Returned (exports For Canada Only)","2023","","10,725,125"
"Algeria","990 Other Special Classification Provisions","2023","8,867,128","178,640"
"Andorra","All Commodities","2023","6,212,578","53,508,408"
"Andorra","111 Agricultural Products","2023","24,708",""
"Andorra","112 Livestock & Livestock Products","2023","4,655",""
"Andorra","311 Food & Kindred Products","2023","60,734","6,108"
"Andorra","312 Beverages & Tobacco Products","2023","68,288",""
"Andorra","314 Textile Mill Products","2023","2,505",""
"Andorra","315 Apparel & Accessories","2023","3,213","1,236"
"Andorra","316 Leather & Allied Products","2023","8,867","749"
"Andorra","321 Wood Products","2023","84,277",""
"Andorra","322 Paper","2023","4,656","314"
"Andorra","323 Printed Matter And Related Products, Nesoi","2023","1,163,391","26,880"
"Andorra","325 Chemicals","2023","2,943,421","6,882"
"Andorra","326 Plastics & Rubber Products","2023","42,385","5,561"
"Andorra","327 Nonmetallic Mineral Products","2023","","211,389"
"Andorra","332 Fabricated Metal Products, Nesoi","2023","76,038","38,975"
"Andorra","333 Machinery, Except Electrical","2023","163,451","46,379"
"Andorra","334 Computer & Electronic Products","2023","510,887","1,708,290"
"Andorra","335 Electrical Equipment, Appliances & Components","2023","7,907","23,558"
"Andorra","336 Transportation Equipment","2023","612,774","185,708"
"Andorra","337 Furniture & Fixtures","2023","","18,370"
"Andorra","339 Miscellaneous Manufactured Commodities","2023","112,690","684,309"
"Andorra","930 Used Or Second-hand Merchandise","2023","136,788","50,162,706"
"Andorra","980 Goods Returned (exports For Canada Only)","2023","","308,663"
"Andorra","990 Other Special Classification Provisions","2023","180,943","72,331"
"Angola","All Commodities","2023","598,818,394","1,160,855,340"
"Angola","111 Agricultural Products","2023","506,539","95,100"
"Angola","114 Fish, Fresh/chilled/frozen & Other Marine Products","2023","71,534","86,401"
"Angola","211 Oil & Gas","2023","20,506","952,905,482"
"Angola","212 Minerals & Ores","2023","433,563",""
"Angola","311 Food & Kindred Products","2023","118,922,766","118,479"
"Angola","312 Beverages & Tobacco Products","2023","202,250","3,957"
"Angola","313 Textiles & Fabrics","2023","1,093,083",""
"Angola","314 Textile Mill Products","2023","1,023,504",""
"Angola","315 Apparel & Accessories","2023","2,349,100",""
"Angola","316 Leather & Allied Products","2023","1,293,535",""
"Angola","321 Wood Products","2023","76,935","57,869"
"Angola","322 Paper","2023","12,292,912","54,553"
"Angola","323 Printed Matter And Related Products, Nesoi","2023","489,955",""
"Angola","324 Petroleum & Coal Products","2023","12,030,295","62,675,414"
"Angola","325 Chemicals","2023","62,812,938",""
"Angola","326 Plastics & Rubber Products","2023","9,945,889","156,152"
"Angola","327 Nonmetallic Mineral Products","2023","1,366,278","7,402"
"Angola","331 Primary Metal Mfg","2023","18,920,831","4,263,974"
"Angola","332 Fabricated Metal Products, Nesoi","2023","95,498,361","10,000"
"Angola","333 Machinery, Except Electrical","2023","138,480,450",""
"Angola","334 Computer & Electronic Products","2023","40,942,218",""
"Angola","335 Electrical Equipment, Appliances & Components","2023","38,569,484",""
"Angola","336 Transportation Equipment","2023","14,806,392",""
"Angola","337 Furniture & Fixtures","2023","1,405,343",""
"Angola","339 Miscellaneous Manufactured Commodities","2023","10,559,005","140,420,557"
"Angola","910 Waste And Scrap","2023","166,000",""
"Angola","930 Used Or Second-hand Merchandise","2023","5,061,741",""
"Angola","990 Other Special Classification Provisions","2023","9,476,987",""
"Anguilla","All Commodities","2023","70,208,726","1,310,437"
"Anguilla","111 Agricultural Products","2023","759,141",""
"Anguilla","112 Livestock & Livestock Products","2023","142,319",""
"Anguilla","113 Forestry Products, Nesoi","2023","16,338",""
"Anguilla","114 Fish, Fresh/chilled/frozen & Other Marine Products","2023","728,130",""
"Anguilla","211 Oil & Gas","2023","371,027",""
"Anguilla","212 Minerals & Ores","2023","172,012",""
"Anguilla","311 Food & Kindred Products","2023","6,736,288",""
"Anguilla","312 Beverages & Tobacco Products","2023","2,175,881","171,439"
"Anguilla","313 Textiles & Fabrics","2023","131,202","1,838"
"Anguilla","314 Textile Mill Products","2023","1,173,158",""
"Anguilla","315 Apparel & Accessories","2023","1,570,375","1,368"
"Anguilla","316 Leather & Allied Products","2023","350,166","88,273"
"Anguilla","321 Wood Products","2023","2,295,562","58,823"
"Anguilla","322 Paper","2023","708,279","9,180"
"Anguilla","323 Printed Matter And Related Products, Nesoi","2023","185,189",""
"Anguilla","324 Petroleum & Coal Products","2023","9,019,023",""
"Anguilla","325 Chemicals","2023","3,490,186",""
"Anguilla","326 Plastics & Rubber Products","2023","2,888,341","1,840"
"Anguilla","327 Nonmetallic Mineral Products","2023","2,030,398","28,562"
"Anguilla","331 Primary Metal Mfg","2023","1,241,559",""
"Anguilla","332 Fabricated Metal Products, Nesoi","2023","3,537,264","18,765"
"Anguilla","333 Machinery, Except Electrical","2023","6,211,555","203,308"
"Anguilla","334 Computer & Electronic Products","2023","3,360,262",""
"Anguilla","335 Electrical Equipment, Appliances & Components","2023","4,325,276","17,513"
"Anguilla","336 Transportation Equipment","2023","2,436,037","108,429"
"Anguilla","337 Furniture & Fixtures","2023","2,704,282",""
"Anguilla","339 Miscellaneous Manufactured Commodities","2023","1,633,973","4,292"
"Anguilla","910 Waste And Scrap","2023","","70,784"
"Anguilla","930 Used Or Second-hand Merchandise","2023","647,712","8,500"
"Anguilla","980 Goods Returned (exports For Canada Only)","2023","","453,952"
"Anguilla","990 Other Special Classification Provisions","2023","9,167,791","63,571"
"Antigua and Barbuda","All Commodities","2023","973,247,511","12,906,820"
"Antigua and Barbuda","111 Agricultural Products","2023","5,541,351","47,000"
"Antigua and Barbuda","112 Livestock & Livestock Products","2023","311,002",""
"Antigua and Barbuda","113 Forestry Products, Nesoi","2023","785,789",""
"Antigua and Barbuda","114 Fish, Fresh/chilled/frozen & Other Marine Products","2023","2,316,977",""
"Antigua and Barbuda","211 Oil & Gas","2023","423,580",""
"Antigua and Barbuda","212 Minerals & Ores","2023","560,780",""
"Antigua and Barbuda","311 Food & Kindred Products","2023","32,260,921","146,473"
"Antigua and Barbuda","312 Beverages & Tobacco Products","2023","3,857,729","101,595"
"Antigua and Barbuda","313 Textiles & Fabrics","2023","421,293",""
"Antigua and Barbuda","314 Textile Mill Products","2023","5,306,944","10,000"
"Antigua and Barbuda","315 Apparel & Accessories","2023","2,016,098","2,400"
"Antigua and Barbuda","316 Leather & Allied Products","2023","1,482,354","6,402"
"Antigua and Barbuda","321 Wood Products","2023","11,363,097","154,096"
"Antigua and Barbuda","322 Paper","2023","3,869,958",""
"Antigua and Barbuda","323 Printed Matter And Related Products, Nesoi","2023","754,547",""
"Antigua and Barbuda","324 Petroleum & Coal Products","2023","545,663,247",""
"Antigua and Barbuda","325 Chemicals","2023","20,375,805","57,328"
"Antigua and Barbuda","326 Plastics & Rubber Products","2023","8,739,333","8,461"
"Antigua and Barbuda","327 Nonmetallic Mineral Products","2023","5,372,861","6,355"
"Antigua and Barbuda","331 Primary Metal Mfg","2023","3,640,707",""
"Antigua and Barbuda","332 Fabricated Metal Products, Nesoi","2023","17,955,235","28,525"
"Antigua and Barbuda","333 Machinery, Except Electrical","2023","19,251,802","144,379"
"Antigua and Barbuda","334 Computer & Electronic Products","2023","12,032,965","159,871"
"Antigua and Barbuda","335 Electrical Equipment, Appliances & Components","2023","15,555,037","2,436,589"
"Antigua and Barbuda","336 Transportation Equipment","2023","121,697,440","187,904"
"Antigua and Barbuda","337 Furniture & Fixtures","2023","8,154,389","2,237"
"Antigua and Barbuda","339 Miscellaneous Manufactured Commodities","2023","9,502,740","159,613"
"Antigua and Barbuda","910 Waste And Scrap","2023","761,910","796,016"
"Antigua and Barbuda","930 Used Or Second-hand Merchandise","2023","2,820,390","5,993,070"
"Antigua and Barbuda","980 Goods Returned (exports For Canada Only)","2023","","2,294,671"
"Antigua and Barbuda","990 Other Special Classification Provisions","2023","110,451,230","163,835"
"Argentina","All Commodities","2023","11,396,277,728","6,426,444,716"
"Argentina","111 Agricultural Products","2023","101,521,515","381,980,736"
"Argentina","112 Livestock & Livestock Products","2023","4,491,045","153,761,406"
"Argentina","113 Forestry Products, Nesoi","2023","2,128,599","4,549,284"
"Argentina","114 Fish, Fresh/chilled/frozen & Other Marine Products","2023","398,001","326,489,242"
"Argentina","115 Products Supporting Agriculture And Forestry","2023","9,782,297",""
"Argentina","211 Oil & Gas","2023","917,116,253","1,369,069,915"
"Argentina","212 Minerals & Ores","2023","92,033,614","4,994,539"
"Argentina","311 Food & Kindred Products","2023","78,280,774","886,540,586"
"Argentina","312 Beverages & Tobacco Products","2023","12,958,207","203,781,473"
"Argentina","313 Textiles & Fabrics","2023","18,750,076","627,008"
"Argentina","314 Textile Mill Products","2023","9,539,424","770,636"
"Argentina","315 Apparel & Accessories","2023","8,641,650","2,525,555"
"Argentina","316 Leather & Allied Products","2023","14,483,571","13,890,689"
"Argentina","321 Wood Products","2023","2,414,018","96,494,270"
"Argentina","322 Paper","2023","37,416,839","8,071,059"
"Argentina","323 Printed Matter And Related Products, Nesoi","2023","8,375,955","689,417"
"Argentina","324 Petroleum & Coal Products","2023","1,884,622,771","296,119,928"
"Argentina","325 Chemicals","2023","2,821,709,573","826,860,175"
"Argentina","326 Plastics & Rubber Products","2023","109,536,947","50,996,945"
"Argentina","327 Nonmetallic Mineral Products","2023","28,161,881","2,028,153"
"Argentina","331 Primary Metal Mfg","2023","52,172,215","1,352,429,269"
"Argentina","332 Fabricated Metal Products, Nesoi","2023","293,940,621","47,816,399"
"Argentina","333 Machinery, Except Electrical","2023","1,084,686,961","112,076,555"
"Argentina","334 Computer & Electronic Products","2023","1,758,550,390","9,288,251"
"Argentina","335 Electrical Equipment, Appliances & Components","2023","230,797,187","9,069,728"
"Argentina","336 Transportation Equipment","2023","1,185,751,666","71,244,275"
"Argentina","337 Furniture & Fixtures","2023","3,432,626","4,662,405"
"Argentina","339 Miscellaneous Manufactured Commodities","2023","257,175,610","5,529,758"
"Argentina","910 Waste And Scrap","2023","768,352","2,380,583"
"Argentina","930 Used Or Second-hand Merchandise","2023","24,973,282","12,837,007"
"Argentina","980 Goods Returned (exports For Canada Only)","2023","","156,466,547"
"Argentina","990 Other Special Classification Provisions","2023","341,665,808","12,402,923"
"Armenia","All Commodities","2023","188,659,209","132,711,118"
"Armenia","111 Agricultural Products","2023","984,875","212,841"
"Armenia","112 Livestock & Livestock Products","2023","","657,199"
"Armenia","113 Forestry Products, Nesoi","2023","","2,688"
"Armenia","114 Fish, Fresh/chilled/frozen & Other Marine Products","2023","179,752","59,433"
"Armenia","115 Products Supporting Agriculture And Forestry","2023","11,107",""
"Armenia","212 Minerals & Ores","2023","201,992","54,377"
"Armenia","311 Food & Kindred Products","2023","8,398,531","8,796,219"
"Armenia","312 Beverages & Tobacco Products","2023","809,431","10,590,367"
"Armenia","313 Textiles & Fabrics","2023","60,766","2,100"
"Armenia","314 Textile Mill Products","2023","1,066,689","209,300"
"Armenia","315 Apparel & Accessories","2023","2,660,599","8,888,877"
"Armenia","316 Leather & Allied Products","2023","673,768","107,266"
"Armenia","321 Wood Products","2023","10,436","335,621"
"Armenia","322 Paper","2023","70,016","263,570"
"Armenia","323 Printed Matter And Related Products, Nesoi","2023","91,807","31,964"
"Armenia","324 Petroleum & Coal Products","2023","425,856",""
"Armenia","325 Chemicals","2023","10,462,328","691,715"
"Armenia","326 Plastics & Rubber Products","2023","561,470","119,148"
"Armenia","327 Nonmetallic Mineral Products","2023","64,648","85,718"
"Armenia","331 Primary Metal Mfg","2023","303,138","1,452,298"
"Armenia","332 Fabricated Metal Products, Nesoi","2023","2,189,174","325,146"
"Armenia","333 Machinery, Except Electrical","2023","8,931,989","458,054"
"Armenia","334 Computer & Electronic Products","2023","27,475,178","13,170,445"
"Armenia","335 Electrical Equipment, Appliances & Components","2023","1,343,692","471,200"
"Armenia","336 Transportation Equipment","2023","92,619,990","51,226"
"Armenia","337 Furniture & Fixtures","2023","657,255","249,284"
"Armenia","339 Miscellaneous Manufactured Commodities","2023","4,692,748","79,464,125"
"Armenia","930 Used Or Second-hand Merchandise","2023","21,420,250","1,281,635"
"Armenia","980 Goods Returned (exports For Canada Only)","2023","","3,312,798"
"Armenia","990 Other Special Classification Provisions","2023","2,291,724","1,366,504"
"Aruba","All Commodities","2023","633,211,083","15,455,575"
"Aruba","111 Agricultural Products","2023","15,281,064",""
"Aruba","112 Livestock & Livestock Products","2023","2,148,607","13,000"
"Aruba","113 Forestry Products, Nesoi","2023","156,146",""
"Aruba","114 Fish, Fresh/chilled/frozen & Other Marine Products","2023","8,771,859",""
"Aruba","211 Oil & Gas","2023","2,494,185",""
"Aruba","212 Minerals & Ores","2023","321,553",""
"Aruba","311 Food & Kindred Products","2023","93,235,218","23,583"
"Aruba","312 Beverages & Tobacco Products","2023","27,972,306","860,220"
"Aruba","313 Textiles & Fabrics","2023","762,355",""
"Aruba","314 Textile Mill Products","2023","5,423,571","2,507"
"Aruba","315 Apparel & Accessories","2023","11,090,483","982"
"Aruba","316 Leather & Allied Products","2023","4,296,474","17,920"
"Aruba","321 Wood Products","2023","4,888,840",""
"Aruba","322 Paper","2023","4,487,750",""
"Aruba","323 Printed Matter And Related Products, Nesoi","2023","1,128,435",""
"Aruba","324 Petroleum & Coal Products","2023","160,637,648",""
"Aruba","325 Chemicals","2023","32,995,978","1,200,513"
"Aruba","326 Plastics & Rubber Products","2023","7,553,847","3,825"
"Aruba","327 Nonmetallic Mineral Products","2023","6,681,526","60,357"
"Aruba","331 Primary Metal Mfg","2023","3,004,195",""
"Aruba","332 Fabricated Metal Products, Nesoi","2023","12,875,868","19,813"
"Aruba","333 Machinery, Except Electrical","2023","27,280,415","60,736"
"Aruba","334 Computer & Electronic Products","2023","52,165,044","251,527"
"Aruba","335 Electrical Equipment, Appliances & Components","2023","24,259,177","3,794"
"Aruba","336 Transportation Equipment","2023","19,100,637","72,844"
"Aruba","337 Furniture & Fixtures","2023","7,029,014",""
"Aruba","339 Miscellaneous Manufactured Commodities","2023","51,428,582","67,834"
"Aruba","910 Waste And Scrap","2023","15,525","892,704"
"Aruba","930 Used Or Second-hand Merchandise","2023","5,914,832","63,000"
"Aruba","980 Goods Returned (exports For Canada Only)","2023","","11,528,519"
"Aruba","990 Other Special Classification Provisions","2023","39,809,949","311,897"
"Australia","All Commodities","2023","33,567,968,821","15,939,830,733"
"Australia","111 Agricultural Products","2023","196,301,657","123,426,104"
"Australia","112 Livestock & Livestock Products","2023","4,034,804","29,431,133"
"Australia","113 Forestry Products, Nesoi","2023","7,498,272","13,273,144"
"Australia","114 Fish, Fresh/chilled/frozen & Other Marine Products","2023","23,966,205","75,317,947"
"Australia","115 Products Supporting Agriculture And Forestry","2023","10,725,360","3,287,819"
"Australia","211 Oil & Gas","2023","967,201,027",""
"Australia","212 Minerals & Ores","2023","112,455,476","352,926,095"
"Australia","311 Food & Kindred Products","2023","1,065,310,867","3,873,186,366"
"Australia","312 Beverages & Tobacco Products","2023","203,980,338","319,942,364"
"Australia","313 Textiles & Fabrics","2023","58,950,498","26,333,291"
"Australia","314 Textile Mill Products","2023","44,315,944","4,008,638"
"Australia","315 Apparel & Accessories","2023","111,623,708","17,248,709"
"Australia","316 Leather & Allied Products","2023","45,515,503","10,555,859"
"Australia","321 Wood Products","2023","69,743,335","8,281,113"
"Australia","322 Paper","2023","214,222,612","71,515,637"
"Australia","323 Printed Matter And Related Products, Nesoi","2023","140,026,250","10,872,371"
"Australia","324 Petroleum & Coal Products","2023","350,233,868","44,058,741"
"Australia","325 Chemicals","2023","4,412,668,453","1,621,432,208"
"Australia","326 Plastics & Rubber Products","2023","730,312,244","80,511,870"
"Australia","327 Nonmetallic Mineral Products","2023","90,680,925","29,151,038"
"Australia","331 Primary Metal Mfg","2023","1,889,997,657","2,778,814,961"
"Australia","332 Fabricated Metal Products, Nesoi","2023","1,172,531,495","218,237,516"
"Australia","333 Machinery, Except Electrical","2023","6,151,094,360","543,369,715"
"Australia","334 Computer & Electronic Products","2023","3,671,538,381","1,249,512,466"
"Australia","335 Electrical Equipment, Appliances & Components","2023","1,552,552,572","181,487,490"
"Australia","336 Transportation Equipment","2023","6,204,562,415","642,749,150"
"Australia","337 Furniture & Fixtures","2023","52,951,999","26,368,983"
"Australia","339 Miscellaneous Manufactured Commodities","2023","2,195,421,757","2,299,649,886"
"Australia","910 Waste And Scrap","2023","6,974,801","17,921,667"
"Australia","930 Used Or Second-hand Merchandise","2023","139,590,786","41,604,211"
"Australia","980 Goods Returned (exports For Canada Only)","2023","","1,150,752,827"
"Australia","990 Other Special Classification Provisions","2023","1,670,985,252","74,601,414"
"Austria","All Commodities","2023","5,525,475,795","19,147,304,373"
"Austria","111 Agricultural Products","2023","1,194,902","1,325,261"
"Austria","112 Livestock & Livestock Products","2023","483,841","1,016,366"
"Austria","113 Forestry Products, Nesoi","2023","666,384","658,531"
"Austria","114 Fish, Fresh/chilled/frozen & Other Marine Products","2023","330,559",""
"Austria","115 Products Supporting Agriculture And Forestry","2023","6,285",""
"Austria","212 Minerals & Ores","2023","326,330,677","1,153,163"
"Austria","311 Food & Kindred Products","2023","13,471,626","175,119,449"
"Austria","312 Beverages & Tobacco Products","2023","13,813,270","384,567,866"
"Austria","313 Textiles & Fabrics","2023","6,705,241","30,228,277"
"Austria","314 Textile Mill Products","2023","3,632,424","12,409,132"
"Austria","315 Apparel & Accessories","2023","4,093,482","8,795,293"
"Austria","316 Leather & Allied Products","2023","10,981,288","23,345,905"
"Austria","321 Wood Products","2023","6,038,863","196,034,131"
"Austria","322 Paper","2023","13,714,571","128,923,813"
"Austria","323 Printed Matter And Related Products, Nesoi","2023","2,589,952","11,945,852"
"Austria","324 Petroleum & Coal Products","2023","2,219,139","3,573,974"
"Austria","325 Chemicals","2023","2,982,204,042","4,258,499,686"
"Austria","326 Plastics & Rubber Products","2023","36,871,009","253,230,540"
"Austria","327 Nonmetallic Mineral Products","2023","31,711,143","184,853,494"
"Austria","331 Primary Metal Mfg","2023","254,983,260","1,095,711,719"
"Austria","332 Fabricated Metal Products, Nesoi","2023","83,878,815","1,040,306,182"
"Austria","333 Machinery, Except Electrical","2023","398,222,437","3,737,654,894"
"Austria","334 Computer & Electronic Products","2023","363,249,554","1,163,442,367"
"Austria","335 Electrical Equipment, Appliances & Components","2023","155,062,404","721,487,494"
"Austria","336 Transportation Equipment","2023","270,204,520","3,950,426,140"
"Austria","337 Furniture & Fixtures","2023","4,560,055","35,431,013"
"Austria","339 Miscellaneous Manufactured Commodities","2023","126,606,222","877,861,176"
"Austria","910 Waste And Scrap","2023","15,583,064","19,537,535"
"Austria","930 Used Or Second-hand Merchandise","2023","104,463,929","363,169,600"
"Austria","980 Goods Returned (exports For Canada Only)","2023","","335,695,964"
"Austria","990 Other Special Classification Provisions","2023","291,602,837","130,899,556"
"Azerbaijan","All Commodities","2023","541,520,449","69,380,839"
"Azerbaijan","111 Agricultural Products","2023","393,115","6,490"
"Azerbaijan","112 Livestock & Livestock Products","2023","184,320",""
"Azerbaijan","114 Fish, Fresh/chilled/frozen & Other Marine Products","2023","223,658",""
